job_id,title,company,location,posted,contract,sector,description,language_detected,url,source
2178199,Begeleider Brabo (100%),Introductie,2025 Français,,,,"Pour les recruteurs Comparateur de salaire Mes Offres Se connecter Trouver un emploi Begeleider Brabo (100%) Elegast VZW DEURNE Publiée: il y a 4 heures Vous serez l’un des 1er candidats Sauvegarder Begeleider Brabo (100%) Elegast VZW Sauvegarder Introductie Ben je op zoek naar een gevarieerde job met verantwoordelijkheid én maatschappelijke relevantie? Lees dan zeker verder. Elegast is al meer dan 40 jaar een vaste waarde in de Antwerpse jeugdzorg en hulpverlening. Met ruim 200 collega’s, 15 afdelingen en 10 locaties zijn we groot en veelzijdig, maar toch toegankelijk en persoonlijk; Een dorp in ’t Stad, zeg maar. Voor Brabo zijn we op zoek naar een begeleider (100%) met een opmerkelijk sterke, professionele basishouding. Je begeleidt 6 jongens (14j-21j) met een complexe problematiek die zich uit in sterk externaliserend probleemgedrag. Er wordt ingezet op verbinding, veiligheid en behandeling. De jongens wonen per 3 in 2 appartementen. Deze module is als aanbod op maat ontstaan zodat deze adolescenten niet meer in de gemeenschapsinstellingen (GI) belanden. Zo blijven de GI -met uitzondering van time-out opties- tevens behouden voor jongeren met een (eerder*) forensisch traject/MOF-profiel. Jouw verantwoordelijkheden Wat doe je? Je neemt uiteenlopende taken op binnen een multidisciplinair team. Een greep uit het takenpakket: Je bent aanwezig voor de jongeren. Je voert bijvoorbeeld informele gesprekken tijdens de huishoudelijke taken (eten, koken, afwassen), beantwoordt vragen over hun schoolwerk. Je bouwt een warme vertrouwensband op en werkt aan een veilig leefklimaat. Je biedt de jongeren niet alleen een plek waar ze kunnen thuiskomen, maar ook structuur en duidelijkheid. Je ondersteunt hen op persoonlijk vlak (medische opvolging, hygiëne, orde) en pedagogisch vlak. De jongeren kunnen met al hun vragen of zorgen bij jou terecht. Jij bent op jouw beurt altijd alert voor hun noden en bekommernissen. Je begeleidt niet alleen een groep, je begeleidt ook enkele jonger",fr,https://www.stepstone.be/offres-d-emploi--Begeleider-Brabo-100-DEURNE-Elegast-VZW--2178199-inline.html,stepstone
2099070,Assistant(e) administratif(ve),Introduction,1970 Wezembeek Oppem il y a,,,,"Description du poste Responsable des dossiers d'assignation et d'exécution avec l'assistance d'un huissier de justice et d'un candidat huissier de justice. Préparer les dossiers et assister l'huissier de justice dans ses activités quotidiennes Discuter des dossiers avec les clients et donner des conseils (en concertation avec l'huissier de justice). Une gamme variée de tâches avec des possibilités d'évolution au fil du temps. Votre profil Qui êtes-vous ? Vous avez au moins un diplôme de l'enseignement secondaire, un diplôme de bachelier ou de master est un plus. Bonne éthique de travail La volonté de travailler de manière indépendante est un atout Bonne connaissance du néerlandais, le français est un plus mais n'est pas obligatoire. Vous avez le sens des responsabilités et apportez beaucoup de soin à votre travail. Notre offre Que pouvez-vous attendre en tant que gestionnaire de dossiers ? Un salaire compétitif en fonction de votre expérience et/ou de votre diplôme ; deshoraires de travail flexibles + des chèques-repas d'une valeur de 8 euros par jour + une assurance hospitalisation DKV pour vous et votre famille Un bon équilibre entre vie professionnelle et vie privée, avec la possibilité de télétravail. Un soutien interne et des possibilités de formation pour vous permettre de vous spécialiser et de développer votre carrière au sein de ce cabinet. Un environnement de travail collégial et dynamique, avec une interaction agréable entre les membres de notre équipe. Intéressé.e? Confido Gerechtsdeurwaarders Huissiers de Justice 1 Job Des offres d'emploi similaires Responsable administratif(ve) XLG Evere il y a 1 jour Agent Front Office Service Desk Etnic - Fédération Wallonie Bruxelles Bruxelles il y a 1 jour Gestionnaire de dossiers de recrutement Wallonie Bruxelles Enseignement Bruxelles il y a 1 jour Office Manager Scale Dogs 1970 Wezembeek Oppem il y a 2 jours Administrative Coordinator ARCADIUS Anderlecht Télétravail possible il y a 4 jours Management Assistant Hydria Brussel Télétravail possible il y a 1 jour Gestionnaire administratif et comptable Confédération Des Betteraviers Belges Asbl Bruxelles il y a 18 heures NOUVEAU Property Accountant | Prioriser votre bien-être Sander Brussels Brussels centrum Télétravail possible il y a 5 jours Comptable Clients Robert Half Bruxelles il y a 1 jour Gestionnaire de dossiers Robert Walters Brussels il y a 1 jour Stepstone Qui sommes-nous Espace Presse Devenez partenaire Candidat Carrière chez Stepstone Conseils de carrière FAQ Recruteur Pourquoi Stepstone Actualités recrutement Publier une annonce Recrutement international: THE NETWORK Restons en contact Donnez-nous votre avis Apps Déclaration de confidentialité Conditions d'utilisation Contactez-nous Conditions générales de vente THE NETWORK The Stepstone Group GmbH © 2025 Français",fr,https://www.stepstone.be/offres-d-emploi--Assistante-administratifve-Groot-Bijgaarden-Confido-Gerechtsdeurwaarders-Huissiers-de-Justice--2099070-inline.html,stepstone
2159553,Account Manager,Introductie,2023 zijn we zelfs naar Ibiza gegaan,,,,"Pour les recruteurs Comparateur de salaire Mes Offres Se connecter Trouver un emploi Account Manager Novotek BVBA Vlaanderen Contrat fixe à durée indéterminée Plein temps Publiée: il y a 39 minutes Candidature facile Sauvegarder Account Manager Novotek BVBA Sauvegarder Introductie Ben jij een innovatieve en klantgerichte Accountmanager met enkele jaren ervaring in een soortgelijke functie? Zoek je bovendien een werkomgeving waarin je veel vrijheid hebt en aantrekkelijke voordelen krijgt? Dan zouden wij wel eens een goede match kunnen zijn! Wie zijn wij bij Novotek? Al meer dan 38 jaar leveren wij standaardoplossingen in hardware, software en diensten voor industriële productieprocessen. We zijn momenteel actief in 13 landen in Europa en blijven groeien! Dagelijks ondersteunen wij klanten in industriële automatisering als distributeur van onder andere de wereldwijde bedrijven GE Vernova, PTC en AUVESY-MDT. De rol van Accountmanager Als commercieel B2B-talent richt jij je op de Belgische markt. Je biedt innovatieve oplossingen om de productieprocessen van klanten te optimaliseren en identificeert verbeterpunten met ondersteuning van technische specialisten. Je hebt nauw contact met eindklanten, partners en collega's gedurende het verkoopproces. Jouw profiel Je hebt een bachelordiploma en/of ervaring in verkoop, bij voorkeur binnen automatisering. Je bent een proactieve teamspeler met goede onderhandelingsvaardigheden. Vloeiend in Nederlands en Engels, met Frans als pluspunt. Je hebt een klantgerichte instelling. Wie zitten er in jouw team? Je maakt deel uit van een dynamisch team dat jong en ervaren talent combineert. Je rapporteert rechtstreeks aan onze Sales Manager, België. Wat kunnen wij bieden naast een flexibele rol? Omdat we een kleiner bedrijf zijn binnen een grotere groep, zijn er altijd mogelijkheden om impact te maken en kansen om te groeien! Dit omvat zowel jouw verantwoordelijkheden als taken. We bieden ook: Aantrekkelijk salaris met extra voordelen zoals",fr,https://www.stepstone.be/offres-d-emploi--Account-Manager-Vlaanderen-Novotek-BVBA--2159553-inline.html,stepstone
2166704,Business Unit Manager Non-Life,Introductie,"hoofdkantoor Leuven – hybride werken mogelijk Over Immotheker Finotheker Bij Immotheker Finotheker begeleiden we klanten in alle financiële keuzes rond wonen, beschermen en vermogensplanning. Met meer dan 100 kantoren verspreid over België zijn we dé onafhankelijke gids voor wie financiële gemoedsrust zoekt. Binnen de pijler “Beschermen” helpen we onze klanten om hun risico’s correct in te schatten en zich optimaal te verzekeren, met producten van meer dan 15 verzekeringsmaatschappijen. Om deze pijler verder te professionaliseren en uit te bouwen, zoeken wij een sterke leidinggevende voor de business unit Non Life. Jouw verantwoordelijkheden Jouw rol: eindverantwoordelijke voor onze schadeverzekeringswerking Als Business Unit Manager Non-Life ben je verantwoordelijk voor de volledige werking en uitbouw van onze schadeverzekeringsactiviteiten (Non-Life). Je combineert inhoudelijke expertise met operationeel leiderschap, en bent het eerste aanspreekpunt voor interne collega’s, franchisekantoren én externe partners. Je bouwt de unit verder uit met het oog op: operationele efficiëntie kwaliteit en compliance sterke relaties met onze verzekeringspartners schaalbare ondersteuning van de kantoren Inhoudelijke en commerciële aansturing Je verdiept je in het productaanbod van de verschillende schadeverzekeringspartners Je volgt commerciële evoluties in de markt en vertaalt die naar nieuwe kansen of bijsturingen Je evalueert jaarlijks onze partnerships en onderhandelt mee over voorwaarden en samenwerking Je volgt de commerciële resultaten van de kantoren mee op en stuurt bij waar nodig Operationele en teamverantwoordelijkheid Je leidt en ondersteunt het interne schadeverzekeringsteam Je organiseert taakverdeling, prioriteiten en volgt de kwaliteit van de output op Ondersteuning & coaching van kantoren Je bent eerste aanspreekpunt voor operationele en inhoudelijke vragen over schadeverzekeringen Je organiseert onboarding, opleidingen en bijscholingen voor onze kantoorhouders Je optimaliseert de ondersteuning en beschikbaarheid van kennis via Sharepoint en andere systemen Partnerbeheer Je bouwt mee aan krachtige relaties met de schadeverzekeringsmaatschappijen Je coördineert implementaties van nieuwe producten of aanpassingen in bestaande formules Je bewaakt de evenwichten tussen klantgerichtheid, commercieel belang & compliance Jouw profiel Ervaring en competenties Je hebt ruime ervaring met schadeverzekeringen Je hebt een goed begrip van commerciële én operationele realiteit in een distributiemodel Ervaring met people management is een sterke troef Sterk in plannen, organiseren en communiceren Vlot tweetalig: Nederlands én Frans Persoonlijkheid Je bent klantgericht, oplossingsgericht en ondernemend ingesteld Je combineert oog voor detail met helikopterzicht Je denkt in termen van groei, schaalbaarheid en continu verbeteren Je werkt graag samen met mensen op verschillende niveaus: van kantoorhouders tot verzekeraars Technische tools Vlotte kennis van Brokercloud en/of andere software van verzekeringsmaatschappijen Bekend met Microsoft 365-toepassingen (Excel, SharePoint, Teams) Ons aanbod Een sleutelrol binnen een toekomstgerichte en groeiende organisatie Veel autonomie en ruimte om je stempel te drukken op onze verzekeringswerking Een aantrekkelijk salarispakket met extralegale voordelen (o.a. Maaltijdcheques, hospitalisatieverzekering, pensioensparen,…) Werken in een dynamisch, mensgericht team met impact Geïnteresseerd? Immotheker Finotheker 19 Jobs Localisation Immotheker Finotheker Vital Decosterstraat 50 C, 3000 Leuven, België Afficher la carte Temps de trajet De: À: Via: En voiture Transports en commun À pied À vélo Calculer mon temps de trajet - - : - - Des offres d'emploi similaires Junior Embedded Software Engineer - Machine Learning NXP Semiconductors Netherlands B.V. Leuven il y a 8 heures NOUVEAU Teamlead Accounting Dixon Finance Leuven Télétravail possible il y a 1 jour SAP Consultant Sociale Wetgeving Acerta Career Center Leuven Télétravail possible il y a 4 jours Kantoorverantwoordelijke A-Z dossiers en teamondersteuning Austin Bright Leuven il y a 5 jours Dossierbeheerder / Cliëntbeheerder verzekeringen (Leuven) VANBREDA RISK & BENEFITS Leuven il y a 2 jours Regiomanager Facilities Acerta Career Center Leuven Télétravail possible il y a 4 jours Manager Klantrapportering Acerta Career Center Leuven Télétravail possible il y a 1 jour Manager BI Acerta Career Center Leuven Télétravail possible il y a 1 jour Junior Juridisch Adviseur Bouwsector Embuild Brussel – Vlaams-Brabant Leuven il y a 2 jours Junior Accountant Robert Walters Leuven Télétravail possible il y a 4 jours Stepstone Qui sommes-nous Espace Presse Devenez partenaire Candidat Carrière chez Stepstone Conseils de carrière FAQ Recruteur Pourquoi Stepstone Actualités recrutement Publier une annonce Recrutement international: THE NETWORK Restons en contact Donnez-nous votre avis Apps Déclaration de confidentialité Conditions d'utilisation Contactez-nous Conditions générales de vente THE NETWORK The Stepstone Group GmbH © 2025 Français",,,,"Pour les recruteurs Comparateur de salaire Mes Offres Se connecter Trouver un emploi Business Unit Manager Non-Life Immotheker Finotheker Leuven Contrat fixe à durée indéterminée Plein temps, Télétravail possible Publiée: il y a 3 heures Sauvegarder Business Unit Manager Non-Life Immotheker Finotheker Sauvegarder Introductie Business Unit Manager Non-Life Voltijds – Tweetalig NL/FR – Standplaats: hoofdkantoor Leuven – hybride werken mogelijk Over Immotheker Finotheker Bij Immotheker Finotheker begeleiden we klanten in alle financiële keuzes rond wonen, beschermen en vermogensplanning. Met meer dan 100 kantoren verspreid over België zijn we dé onafhankelijke gids voor wie financiële gemoedsrust zoekt. Binnen de pijler “Beschermen” helpen we onze klanten om hun risico’s correct in te schatten en zich optimaal te verzekeren, met producten van meer dan 15 verzekeringsmaatschappijen. Om deze pijler verder te professionaliseren en uit te bouwen, zoeken wij een sterke leidinggevende voor de business unit Non Life. Jouw verantwoordelijkheden Jouw rol: eindverantwoordelijke voor onze schadeverzekeringswerking Als Business Unit Manager Non-Life ben je verantwoordelijk voor de volledige werking en uitbouw van onze schadeverzekeringsactiviteiten (Non-Life). Je combineert inhoudelijke expertise met operationeel leiderschap, en bent het eerste aanspreekpunt voor interne collega’s, franchisekantoren én externe partners. Je bouwt de unit verder uit met het oog op: operationele efficiëntie kwaliteit en compliance sterke relaties met onze verzekeringspartners schaalbare ondersteuning van de kantoren Inhoudelijke en commerciële aansturing Je verdiept je in het productaanbod van de verschillende schadeverzekeringspartners Je volgt commerciële evoluties in de markt en vertaalt die naar nieuwe kansen of bijsturingen Je evalueert jaarlijks onze partnerships en onderhandelt mee over voorwaarden en samenwerking Je volgt de commerciële resultaten van de kantoren mee op en stuurt bij waar nod",fr,https://www.stepstone.be/offres-d-emploi--Business-Unit-Manager-Non-Life-Leuven-Immotheker-Finotheker--2166704-inline.html,stepstone
2175192,Chauffeur CE avec ADR,Introduction,1831 DIEGEM,,,,"Pour les recruteurs Comparateur de salaire Mes Offres Se connecter Trouver un emploi Chauffeur CE avec ADR TRANSPORT VANDERVORST NV Diegem Contrat fixe à durée indéterminée Plein temps Publiée: il y a 2 heures Vous serez l’un des 1er candidats Sauvegarder Chauffeur CE avec ADR TRANSPORT VANDERVORST NV Sauvegarder Introduction Transport Vandervorst sa Chaussée de Zaventem 93 1831 DIEGEM 45 travailleurs 35 tracteurs/50 semi Faisons partie du groupe Français (1800 travailleurs) Travail proposé : Transport de gaz (propane ou gaz de l’air) avec semi citerne. Chargements et déchargements : Belgique, Pays-Bas en Luxembourg. Sporadiquement France. Parfois du petit international. Nous cherchons : Un chauffeur poids lourds avec un permis CE (tracteur/semi) en en possession d’un certificat ADR. Vous avez quelques années d’expérience (pas spécialement avec des marchandises ADR). Vous avez plus de 25 ans. Vous habitez dans un rayon de 40 kms de Diegem. Vous avez une voiture pour vous rendre au travail. Vous parlez le français ou le néerlandais. Notre offre Votre salaire : Salaire de base 15,4705 euro/heure + RGPT 1,7790 euro/heure + 0,30 euro/heure prime ADR + 13 euro/chèque repas + abonnement GSM + assurance hospitalisation + épargne pension. Intéressé.e? TRANSPORT VANDERVORST NV 1 Job Localisation TRANSPORT VANDERVORST NV Zaventemsesteenweg 93, 1831 Diegem, Belgique Afficher la carte Temps de trajet De: À: Via: En voiture Transports en commun À pied À vélo Calculer mon temps de trajet - - : - - Des offres d'emploi similaires Integration Specialist CANON BELGIUM Diegem il y a 21 heures NOUVEAU Internal Sales Advisor Robert Half Diegem Télétravail possible il y a 3 jours Chauffeur CE Stadsbader NV ZEDELGEM il y a 3 jours Chauffeur CE - Gietasfalt Stadsbader NV PUURS il y a 3 jours ADR-chauffeur met rijbewijs C(E) SGS Group Belgium Melsele il y a 4 jours Betonmedewerker Voorspan/Dak Stadsbader NV KLUISBERGEN il y a 2 jours Chauffeur CE - Prefab Stadsbader NV Kluisbergen il y a 2 ",fr,https://www.stepstone.be/offres-d-emploi--Chauffeur-CE-avec-ADR-Diegem-TRANSPORT-VANDERVORST-NV--2175192-inline.html,stepstone
2134736,Collaborateur de vente - Zaventem,Introduction,1930 Zaventem,,,,"Pour les recruteurs Comparateur de salaire Mes Offres Se connecter Trouver un emploi Collaborateur de vente - Zaventem Neworch Belgium Srl - Orchestra - Prémaman Belgium Zaventem Contrat fixe à durée déterminée, Contrat fixe à durée indéterminée Plein temps Publiée: il y a 3 heures Candidature facile Sauvegarder Collaborateur de vente - Zaventem Neworch Belgium Srl - Orchestra - Prémaman Belgium Sauvegarder Introduction Orchestra est une marque de mode créative pour enfants qui a été fondée il y a 20 ans et qui utilise un concept de distribution original. Depuis sa fusion avec Prémaman et Baby2000, le groupe offre le meilleur des produits pour bébés, de la mode maternité et de la mode pour les enfants de 0 à 14 ans. De plus, il continue de se développer en ouvrant de nouvelles grandes surfaces et des magasins traditionnels. Grâce au dynamisme de nos équipes et à notre image forte, Orchestra-Prémaman est toujours en mesure d'augmenter son chiffre d'affaires et la démarche du groupe reste un modèle économique rentable. Vous aimez les défis et souhaitez évoluer dans votre travail ? Alors venez travailler chez Orchestra-Prémaman, leader en Belgique et à l'étranger sur le marché des produits pour bébés et de la mode pour la maternité et les enfants ! Pour notre magasin de Zaventem nous sommes à la recherche d’un(e) vendeur (se) pour notre rayon textile. Vos responsabilités Vous êtes l’image d'Orchestra dans le magasin et, avec vos collègues, vous mettez tout en œuvre chaque jour pour offrir à nos clients une expérience d'achat optimale. Vos conseils juste et précis rassurent nos clients et leur offre un service personnalisé Et bien sûr, vous ferez votre part pour assurer la performance commerciale et stylistique de nos collections. Votre profil Vous savez travailler en équipe et votre optimisme est contagieux Votre attitude orientée vers le service et votre ouverture d'esprit font que chaque client se sent comme chez lui Vous avez de bonnes compétences en matière de comm",fr,https://www.stepstone.be/offres-d-emploi--Collaborateur-de-vente-Zaventem-Zaventem-Neworch-Belgium-Srl-Orchestra-Premaman-Belgium--2134736-inline.html,stepstone
2173838,Électrotechnicien,Vos responsabilités,1190 Brussel il y a,,,,"Pour les recruteurs Comparateur de salaire Mes Offres Se connecter Trouver un emploi Électrotechnicien Skyliners SARL Bettange-sur-Mess Contrat fixe à durée indéterminée Plein temps Publiée: il y a 5 heures Sauvegarder Électrotechnicien Skyliners SARL Sauvegarder Vos responsabilités En tant que Technical Service, vous êtes responsable de l'étalonnage, de l’entretien et de la réparation d’équipements de mesure de précision, tels que les lasers, les appareils GPS, les niveaux optiques... Vous testez les différentes fonctions des équipements défectueux afin de les réparer. Vous assurez l’entretien des équipements et utilisez des outils informatiques pour examiner certains paramètres. Vous analysez les causes des pannes, proposez des améliorations et effectuez les réparations nécessaires dans les plus brefs délais. Vous travaillez selon des normes ISO de haute qualité. Vous vous efforcez d’offrir en permanence le meilleur service et la meilleure qualité à nos clients lors de l’entretien et de la réparation de nos appareils de mesure et GPS. Votre profil Vous avez suivi avec succès une formation technique, de préférence en électromécanique. (CAP minimum) Vous êtes passionné par la technologie de précision, tant électronique que mécanique. Vous travaillez de manière particulièrement précise et êtes disposé à suivre chaque processus prescrit jusque dans les moindres détails. Vous aimez aider vos collègues lorsque c’est nécessaire. Vous aimez mettre la main à la pâte. Vous êtes flexible, avez le sens de la résolution de problèmes et aimez communiquer correctement et efficacement avec vos collègues et votre manager. Vous êtes curieux d’apprendre et motivé à suivre régulièrement des formations à l’étranger. Vous êtes Germanophone ou francophone avec une bonne connaissance de l'autre langue. Vous avez une connaissance pratique de l’anglais (les formations et les logiciels sont en anglais). Divers Déplacements occasionnels à l’étranger (Suisse) Poste basé à Bettange-sur-Mess (L",fr,https://www.stepstone.be/offres-d-emploi--Electrotechnicien-Bettange-sur-Mess-Skyliners-SARL--2173838-inline.html,stepstone
2172529,Group IT Director,About Aspria,1200 Bruxelles,,,,"Pour les recruteurs Comparateur de salaire Mes Offres Se connecter Trouver un emploi Group IT Director Aspria Belgium Brussels Contrat fixe à durée déterminée, Contrat fixe à durée indéterminée Plein temps, Télétravail possible Publiée: il y a 2 heures Sauvegarder Group IT Director Aspria Belgium Sauvegarder About Aspria For over 25 years, the Aspria Group has been a leader in premium wellbeing, offering an exclusive collection of members’ clubs and hotels across Europe. Through our luxury wellbeing brand, Aspria, and our exciting new family fitness brand, Aspresso, we enable our members to live well, find balance, and enjoy a sense of belonging. Our world-class health, fitness, and wellness experiences support this vision. About the Role As Group IT Director, you will set the technology vision and strategy for Aspria, balancing commercial objectives, security standards, and operational efficiency. You will partner with the executive team to deliver cutting-edge solutions that support our ambition of being a premier luxury club, combining fitness, hospitality, and a community space that feels like a second home. Leading a diverse technology team responsible for infrastructure, applications, and innovation, you will foster a culture of continuous learning and accountability while modernizing IT standards and roadmaps to support growth and reliability. You will report directly to the CEO Designate and work closely with the senior leadership team as a trusted advisor. You’ll guide infrastructure, applications, innovation, and data strategies, leading a hungry and talented team eager to grow under expert technical leadership. Key Responsibilities Define and execute a multi-year technology vision and strategy aligned with Aspria’s member experience aspirations, and operational goals. Communicate effectively with varied audiences, from leadership to technical teams, vendors, and external stakeholders. Serve as a trusted advisor within the executive team, collaborating acr",fr,https://www.stepstone.be/offres-d-emploi--Group-IT-Director-Brussels-Aspria-Belgium--2172529-inline.html,stepstone
2176792,Full stack senior developer,Mission,1000 Brussels,,,,"Pour les recruteurs Comparateur de salaire Mes Offres Se connecter Trouver un emploi Full stack senior developer Shayp SPRL Brussels Contrat fixe à durée indéterminée Plein temps Publiée: il y a 3 heures Vous serez l’un des 1er candidats Sauvegarder Full stack senior developer Shayp SPRL Sauvegarder Mission Help us save 100 billion liters of water (and write some pretty nice code while doing it) Shayp uses smart IoT sensors and machine learning to detect water leaks in buildings before they become disasters. We're talking about the real environmental impact here, not another app for ordering avocado toast. Your tasks What we do Tasks What you'll actually do Build the backbone and frontend (~80% backend, some full-stack adventures) Design and ship features that can ensure we can have a stable system and that we sleep better at night Own deployments because ""it worked on my machine"" isn't a strategy Keep our cloud infrastructure fast, reliable, and cost-effective Be the guardian of code quality (constructive gatekeeping is an art form but we swear by it) Solve real problems Turn ""the sensor network is acting weird"" into ""here's what happened and here's the fix"" Make architectural decisions that scale with us Help shape our tech stack because we value pragmatic sustainable solutions over resume-driven development Your profile Requirements You're probably a good fit if you: Write backend code that doesn't make future-you cry Have strong opinions about API design (and can defend them over coffee) Actually enjoy diving into cloud infrastructure (AWS/Azure/GCP) Know when to ship fast and when to refactor Believe documentation is a love letter to your colleagues and your future team Have shipped features with React/Vue or similar (you'll touch frontend sometimes) Tech you'll work with React js ; Python Django ; Docker ; CI/CD pipelines ; REST APIs ; OAuth2 ; PostgreSQL ; Git workflows that don't cause existential dread ; Whatever else makes sense for the problem We offer Ou",fr,https://www.stepstone.be/offres-d-emploi--Full-stack-senior-developer-Brussels-Shayp-SPRL--2176792-inline.html,stepstone
2040006,Helpdesk Technicus,Introductie,1140 BRUSSEL,,,,"Pour les recruteurs Comparateur de salaire Mes Offres Se connecter Trouver un emploi Helpdesk Technicus Heidelberg Benelux Bvba Evere Contrat fixe à durée indéterminée Plein temps, Télétravail possible Publiée: il y a 4 heures Candidature facile Sauvegarder Helpdesk Technicus Heidelberg Benelux Bvba Sauvegarder Introductie Heidelberg Benelux is onderdeel van Heidelberg Druckmachinen AG en levert totaal oplossingen aan de grafische markt in de Benelux. Naast de verkoop van machines leveren wij alle bijbehorende services, onderdelen, verbruiksgoederen, software en opleiding gedurende de gehele levenscyclus van de machine. Heidelberg Benelux realiseert samen met haar 160 medewerkers vanuit Evere (BE) en Haarlem (NL) een omzet van ongeveer €90 miljoen. Om de support naar onze klanten te versterken zijn wij voor onze service organisatie, standplaats Evere, op zoek naar een Helpdesk Technicus Press Electro (M/V/X). Jouw verantwoordelijkheden De helpdesk technicus is ondersteunend naar klanten en technici in de gehele Benelux, en werkt nauw samen met de service planning en met de collega’s van het Heidelberg Solution Centre in Wiesloch (Duitsland). Het takenpakket is gevarieerd: Monitoren van storingsmeldingen en initiëren van de oplossing van deze storingen Opvolgen van escalaties in samenwerking met het Heidelberg Solution Centre. Remote analyseren en oplossen van storingen. Support geven aan de field technici bij analyse en oplossen van storingen Support geven aan de onderdelen medewerkers bij analyse van benodigde onderdelen. Voorstellen doen voor zinvolle retrofit acties Samenwerken met derde partijen op basis van onderling overeengekomen SLA’s. Bij aanvang in deze functie zal het grootste deel van de tijd “in the field” worden gewerkt en zullen de nodige opleidingen bij de fabriek in Wiesloch (Duitsland) worden gevolgd. Na deze inwerkperiode zal gemiddeld ca. 10% van de werktijd “in the field” worden gewerkt om kennis te onderhouden en machine storingen op locatie te",fr,https://www.stepstone.be/offres-d-emploi--Helpdesk-Technicus-Evere-Heidelberg-Benelux-Bvba--2040006-inline.html,stepstone
